(725,814,1)
(496,142,2)
(705,769,2)
(563,657,1)
(779,945,2)
(979,360,2)
(353,134,2)
(864,111,2)
(219,689,1)
(799,437,2)
(975,522,2)
(13,498,2)
(624,259,2)
(293,765,2)
(720,326,2)
(950,224,2)
(579,882,1)
(763,453,2)
(638,913,1)
(72,204,2)
(522,744,2)
(627,7,2)
(593,270,1)
(825,793,2)
(523,136,2)
(966,798,2)
(821,591,2)
(498,388,2)
(80,769,2)
(788,843,2)
(319,46,2)
(985,295,2)
(926,682,2)
(513,226,2)
(654,255,2)
(652,27,2)
(963,725,2)
(677,661,2)
(954,227,2)
(42,505,2)
(652,788,2)
(982,630,2)
(445,946,2)
(154,390,2)
(297,352,2)
(540,867,2)
(470,727,2)
(656,565,2)
(757,818,2)
(78,682,2)
(578,378,2)
(616,949,2)
(701,324,2)
(556,181,2)
(881,420,1)
(233,509,2)
(219,984,2)
(482,669,2)
(25,53,2)
(706,62,2)
(539,544,2)
(718,615,2)
(155,739,1)
(87,74,2)
(552,524,2)
(127,4,2)
(130,33,2)
(227,80,2)
(513,110,2)
(275,290,2)
(614,870,1)
(347,897,1)
(112,762,2)
(616,559,2)
(196,281,2)
(174,27,2)
(150,85,1)
(763,768,2)
(286,54,2)
(614,399,2)
(187,806,2)
(879,444,2)
(445,846,2)
(6,438,2)
(813,91,2)
(299,635,2)
(754,612,2)
(12,130,1)
(714,319,2)
(260,57,2)
(489,788,2)
(898,693,2)
(811,75,2)
(194,150,2)
(618,849,2)
(92,558,2)
(56,145,2)
(462,262,2)
(706,126,2)
(515,627,2)
(21,128,2)
(563,587,2)
(774,480,2)
(636,158,2)
(82,77,2)
(729,885,2)
(478,487,2)
(236,838,2)
(663,921,2)
(707,487,2)
(550,665,2)
(568,22,2)
(915,297,2)
(216,779,2)
(678,467,2)
(591,319,2)
(576,579,2)
(470,783,2)
(69,90,2)
(158,184,2)
(968,21,1)
(138,318,2)
(553,740,2)
(718,251,2)
(295,568,2)
(602,48,2)
(568,217,2)
(702,410,2)
(964,741,2)
(632,479,2)
(329,975,2)
(967,492,2)
(439,345,2)
(592,327,2)
(965,887,1)
(842,274,2)
(543,426,2)
(424,42,2)
(306,470,2)
(338,811,2)
(170,248,2)
(343,305,2)
(728,231,2)
(715,183,2)
(323,879,2)
(59,119,2)
(210,162,2)
(726,532,2)
(951,846,2)
(340,932,2)
(221,223,2)
(384,253,2)
(637,466,1)
(155,14,2)
(985,445,2)
(446,475,2)
(431,854,2)
(563,494,2)
(792,677,2)
(823,107,2)
(398,325,2)
(22,103,1)
(812,657,2)
(261,670,1)
(917,496,2)
(554,322,2)
(608,948,2)
(2,440,2)
(524,728,2)
(410,464,1)
(901,394,2)
(28,163,2)
(55,333,1)
(370,102,2)
(710,580,2)
(862,732,2)
(633,928,2)
(375,513,1)
(990,40,2)
(298,721,2)
(740,596,2)
(998,993,2)
(367,414,2)
(299,127,2)
(379,324,2)
(995,11,2)
(421,306,2)
(520,203,2)
(351,45,2)
(643,222,2)
(483,804,2)
(724,336,1)
(774,875,2)
(458,276,1)
(351,575,2)
(962,739,2)
(182,818,2)
(588,473,2)
(639,303,2)
(751,785,2)
(415,157,1)
(916,867,2)
(665,676,2)
(94,196,2)
(188,7,1)
(876,441,2)
(797,558,2)
(787,220,2)
(714,662,2)
(426,771,2)
(293,303,2)
(643,974,2)
(927,368,2)
(340,720,2)
(99,726,2)
(13,976,2)
(939,461,2)
(682,242,2)
(206,886,2)
(189,82,1)
(886,494,2)
(940,458,2)
(318,266,1)
(908,831,2)
(812,242,2)
(138,955,2)
(266,108,2)
(990,237,2)
(450,377,2)
