================== p:0.01 ==================
(401,794,3)
(768,416,3)
(368,728,3)
(147,825,1)
(549,381,3)
(157,476,2)
(371,432,2)
(487,928,3)
(451,148,3)
(58,882,3)
(798,388,3)
(906,912,3)
(761,394,3)
(725,696,3)
(504,719,2)
(791,55,3)
(51,3,3)
(361,157,3)
(997,320,3)
(878,635,2)
(424,3,3)
(176,56,3)
(613,954,3)
(44,395,3)
(189,516,2)
(525,620,1)
(865,854,3)
(976,283,3)
(292,342,3)
(686,153,3)
(114,7,1)
(297,235,3)
(237,509,3)
(334,949,2)
(547,363,2)
(960,151,3)
(412,223,3)
(592,473,3)
(975,936,3)
(221,843,3)
(985,476,2)
(489,301,3)
(462,840,2)
(258,625,3)
(925,841,3)
(39,939,2)
(288,877,2)
(167,940,2)
(722,378,3)
(771,802,2)
(136,983,1)
(463,645,3)
(784,183,3)
(925,384,3)
(971,312,2)
(440,303,3)
(335,135,2)
(902,196,3)
(358,772,2)
(526,833,2)
(25,359,3)
(618,668,3)
(371,434,3)
(920,675,3)
(686,726,3)
(859,481,2)
(542,825,2)
(227,387,3)
(534,327,3)
(689,570,3)
(777,243,3)
(649,481,3)
(30,54,2)
(603,817,3)
(744,809,3)
(902,284,3)
(161,210,3)
(437,196,2)
(330,542,2)
(332,118,3)
(988,144,3)
(631,270,2)
(81,419,3)
(457,176,3)
(617,853,3)
(677,150,1)
(828,575,3)
(63,131,3)
(37,281,3)
(13,319,2)
(156,693,1)
(380,333,3)
(706,206,3)
(136,797,3)
(554,33,3)
(987,793,3)
(57,906,2)
(415,858,3)
(411,464,3)
(448,429,3)
(5,806,3)
(919,461,2)
(911,160,2)
(265,357,2)
(92,526,3)
(119,572,3)
(476,291,3)
(662,137,3)
(266,126,3)
(586,226,2)
(561,435,2)
(543,777,3)
(810,626,3)
(206,556,3)
(470,802,2)
(427,951,3)
(471,628,3)
(63,549,3)
(597,491,3)
(505,600,3)
(408,148,3)
(42,994,3)
(680,355,3)
(255,874,3)
(221,128,3)
(522,257,3)
(727,782,3)
(269,300,3)
(835,387,3)
(654,578,3)
(894,439,2)
(894,504,2)
(462,402,2)
(218,452,2)
(515,829,3)
(280,117,3)
(695,982,3)
(535,185,3)
(640,525,3)
(847,165,3)
(111,548,3)
(825,516,2)
(123,122,3)
(731,663,2)
(7,242,2)
(530,167,3)
(133,387,3)
(329,920,3)
(439,442,3)
(266,566,3)
(645,727,3)
(356,559,2)
(300,833,2)
(640,559,3)
(474,94,3)
(250,860,3)
(447,367,3)
(299,416,3)
(18,796,3)
(699,428,2)
(870,748,3)
(974,904,3)
(996,788,3)
(943,687,2)
(281,735,2)
(366,816,2)
(666,300,2)
(491,876,3)
(89,707,2)
(303,662,2)
(717,630,3)
(839,108,3)
(558,643,3)
(42,844,3)
(120,19,3)
(897,747,3)
(335,163,2)
(688,186,3)
(751,357,3)
(664,868,2)
(701,312,3)
(907,150,3)
(429,902,3)
(550,406,3)
(268,959,2)
(258,554,2)
(598,493,2)
(622,245,3)
(79,300,2)
(423,699,1)
(100,265,2)
(282,127,2)
(795,416,3)
(402,685,3)
(125,751,3)
(400,634,2)
(77,581,3)
(760,96,3)
(953,267,3)
(671,362,2)
(105,794,3)
(57,348,3)
(12,229,2)
(156,246,3)
(862,21,3)
(102,541,1)
(721,507,2)
(422,475,3)
(259,454,3)
(564,420,3)
(988,517,3)
(817,482,3)
(30,560,3)
(355,810,3)
(554,436,1)
(117,933,3)
(115,609,3)
(527,136,3)
(324,373,3)
(331,672,2)
(854,696,2)
(268,642,3)
(501,784,3)
(350,706,3)
(673,911,3)
(56,659,3)
(392,560,3)
(405,510,3)
(299,25,2)
(539,111,2)
(749,321,3)
(184,933,2)
(111,423,2)
(906,625,2)
(793,871,1)
(891,939,2)
(37,117,2)
(254,102,3)
(790,18,2)
(113,252,2)
(840,806,2)
(287,914,3)
(14,629,3)
(733,308,3)
(971,293,2)
(244,52,3)
(758,65,2)
(267,580,2)
(913,503,3)
(699,390,3)
(946,596,2)
(960,665,3)
(495,890,3)
(8,116,3)
(375,756,3)
(874,180,3)
(720,859,3)
(721,935,2)
(956,856,2)
(506,860,3)
(631,13,2)
(771,550,3)
(404,980,2)
(418,71,3)
(356,718,3)
(115,588,3)
(956,999,3)
(611,667,3)
(853,153,3)
(31,293,3)
(303,597,1)
(452,650,2)
(708,303,2)
(943,391,3)
(202,59,2)
(160,422,3)
(228,891,3)
(921,442,3)
(339,649,2)
(141,574,3)
(706,644,3)
(389,930,3)
(918,44,3)
(402,552,2)
(21,346,2)
(670,556,3)
(550,402,3)
(467,430,2)
(550,60,3)
(205,363,3)
(370,559,2)
(635,808,3)
(266,26,3)
(456,117,2)
(285,18,3)
(521,792,3)
(736,732,2)
(936,941,3)
(844,16,3)
(750,434,2)
(776,434,2)
(543,653,2)
(401,911,2)
(39,72,2)
(186,570,2)
(845,850,2)
(469,570,3)
(399,236,3)
(702,94,3)
(512,751,3)
(135,431,3)
(43,538,3)
(496,922,3)
(544,377,3)
(464,978,3)
(242,411,3)
(706,533,3)
(367,862,2)
(594,842,3)
(939,249,3)
(959,409,3)
(160,596,2)
(663,726,3)
(967,65,3)
(268,406,3)
(539,433,3)
(686,218,3)
(567,512,3)
(439,645,3)
(744,703,2)
(383,498,3)
(912,575,3)
(803,951,3)
(648,135,3)
(507,769,1)
(993,461,2)
(198,98,2)
(806,31,3)
(743,584,2)
(731,344,3)
(135,157,2)
(292,77,3)
(435,517,2)
(803,86,3)
(303,641,2)
(11,299,3)
(89,268,2)
(53,509,3)
(690,349,3)
(734,49,3)
(684,10,3)
(804,95,2)
(422,929,3)
(292,697,2)
(143,118,2)
(191,496,3)
(696,646,2)
(177,643,2)
(84,506,2)
(82,83,3)
(848,415,3)
(973,439,2)
(848,778,2)
(346,879,3)
(987,67,3)
(957,916,3)
(624,481,3)
(787,164,2)
(195,362,3)
(525,886,2)
(302,499,3)
(285,33,2)
(966,800,3)
(608,436,3)
(366,618,3)
(121,358,3)
(496,772,3)
(654,348,3)
(898,847,1)
(869,222,2)
(26,983,3)
(155,798,3)
(158,637,2)
(17,929,3)
(404,49,3)
(753,536,3)
(980,904,3)
(830,547,2)
(545,33,2)
(971,436,3)
(223,43,2)
(249,361,2)
(876,92,3)
(991,176,3)
(650,265,2)
(373,479,3)
(5,546,3)
(562,912,2)
(906,774,3)
(21,325,3)
(729,184,3)
(439,774,2)
(961,895,3)
(569,697,3)
(813,902,3)
(358,754,3)
(416,791,2)
(369,69,3)
(236,224,2)
(360,578,3)
(832,449,3)
(102,616,3)
(982,667,3)
(813,114,3)
(140,485,2)
(16,376,2)
(608,5,3)
(957,4,3)
(184,543,3)
(664,830,3)
(794,303,3)
(923,966,2)
(186,441,3)
(169,684,2)
(962,928,2)
(838,404,3)
(567,437,2)
(673,938,3)
(73,74,3)
(272,979,3)
(130,924,3)
(806,5,3)
(347,992,3)
(474,74,3)
(979,137,2)
(495,835,2)
(958,983,3)
(637,213,2)
(162,230,3)
(931,318,2)
(176,645,3)
(193,774,2)
(494,186,3)
(780,982,3)
(310,829,2)
(620,13,3)
(123,76,3)
(93,213,2)
(887,478,2)
(938,442,3)
(261,418,2)
(181,474,2)
(260,659,3)
(937,223,3)
(221,363,2)
(572,58,3)
(170,140,2)
(122,726,3)
(107,765,3)
(721,732,3)
(569,915,3)
(113,601,3)
(750,859,3)
(488,608,3)
(923,604,3)
(418,643,3)
(228,838,2)
(75,6,2)
(844,981,3)
(683,987,3)
(63,699,2)
(444,780,3)
(621,11,3)
(324,335,3)
(32,324,2)
(350,631,2)
(371,456,3)
(94,644,3)
(661,86,3)
(417,436,2)
(434,527,3)
(872,248,3)
(595,224,3)
(803,923,2)
(696,546,4)
(464,35,3)
(81,71,3)
(329,260,2)
(255,105,3)
(393,625,3)
(440,121,3)
(533,276,3)
(708,43,2)
(90,922,3)
(794,245,3)
(275,971,2)
(26,457,2)
(531,999,3)
(715,341,3)
(184,910,3)
(647,262,2)
(649,377,3)
(850,345,3)
(760,961,3)
(904,982,3)
